name,foot,team2023-12-02,image,positionMisterFantasy,shortNamePosition,groupPosition,age,shirtNumber,marketValueReal,marketValueMisterFantasy_2023-12-02,nationality,fluctuationValue_2023-12-02,average_2023-12-02,scorePlayer_2023-12-02,points_antepenultimate_match_2023-12-02,game_played_2023-12-02,minutes_played_2023-12-02,goals_2023-12-02,assists_2023-12-02,assists_without_goal_2023-12-02,balls_into_area_2023-12-02,clearances_2023-12-02,dribbles_2023-12-02,kicks_to_goal_2023-12-02,recovered_balls_2023-12-02,possession_loss_2023-12-02,penaltis_failed_2023-12-02,goals_against_2023-12-02,red_cards_2023-12-02,ball_stop_2023-12-02,penalties_made_2023-12-02,yellow_cards_2023-12-02,second_yellow_card_match_2023-12-02,penalties_caused_2023-12-02,penalties_stopped_2023-12-02,own_goals_2023-12-02,team2024-05-28,marketValueMisterFantasy_2024-05-28,fluctuationValue_2024-05-28,average_2024-05-28,scorePlayer_2024-05-28,points_antepenultimate_match_2024-05-28,game_played_2024-05-28,minutes_played_2024-05-28,goals_2024-05-28,assists_2024-05-28,assists_without_goal_2024-05-28,balls_into_area_2024-05-28,clearances_2024-05-28,dribbles_2024-05-28,kicks_to_goal_2024-05-28,recovered_balls_2024-05-28,possession_loss_2024-05-28,penaltis_failed_2024-05-28,goals_against_2024-05-28,red_cards_2024-05-28,ball_stop_2024-05-28,penalties_made_2024-05-28,yellow_cards_2024-05-28,second_yellow_card_match_2024-05-28,penalties_caused_2024-05-28,penalties_stopped_2024-05-28,own_goals_2024-05-28
S. Comesana,ambidiestro,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/380598-1541150260.jpg?lm=1,-1.0,MC,Centrocampista,27.0,4.0,7500000.0,241.000,España,UP,"2,9",26.0,-,14.0,317.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,22.0,41.0,0.0,5.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Muniain,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/54235-1671998945.png?lm=1,-1.0,MCO,Centrocampista,30.0,10.0,9000000.0,230.000,España,DOWN,"1,9",19.0,1,15.0,299.0,0.0,0.0,0.0,5.0,0.0,7.0,4.0,19.0,62.0,0.0,9.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Zaldua,derecho,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/197135-1447314430.jpg?lm=1,-1.0,LD,Defensa,31.0,2.0,1500000.0,224.000,España,UP,"2,0",6.0,-,13.0,177.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Torre,derecho,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/720038-1646406941.jpg?lm=1,-1.0,MC,Centrocampista,20.0,18.0,2500000.0,221.000,España,UP,"2,7",24.0,-,14.0,131.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Chust,ambidiestro,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/495625-1701444289.jpg?lm=1,-1.0,CEN,Defensa,23.0,5.0,2000000.0,217.000,España,DOWN,"2,5",5.0,2,6.0,156.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. B. Diaz,ambidiestro,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/314678-1632307989.jpg?lm=1,-1.0,MCO,Centrocampista,24.0,21.0,20000000.0,216.000,España,UP,"1,8",18.0,-,14.0,221.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,31.0,0.0,3.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Ristic,izquierdo,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/271455-1661241997.jpg?lm=1,-1.0,LI,Defensa,28.0,21.0,1500000.0,210.000,Serbia,UP,"3,8",15.0,-,6.0,356.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,31.0,67.0,0.0,7.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Lopez,,,,-1.0,,,,,,210.000,,UP,"0,0",0.0,-,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Solis,derecho,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/742521-1692633025.JPG?lm=1,-1.0,MC,Centrocampista,19.0,22.0,3000000.0,210.000,Colombia,UP,"0,0",0.0,-,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Llabres,ambidiestro,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/706138-1697659684.jpg?lm=1,-1.0,EI,Delantero,21.0,19.0,300000.0,209.000,España,DOWN,"2,4",17.0,-,7.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Pozo,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/341272-1681310437.jpg?lm=1,-1.0,LD,Defensa,24.0,17.0,3000000.0,209.000,España,DOWN,"1,4",13.0,-,12.0,400.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,27.0,79.0,0.0,16.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Diaz,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/58330-1490622133.jpg?lm=1,-1.0,LD,Defensa,35.0,16.0,700000.0,209.000,España,UP,"1,5",6.0,-,13.0,162.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,8.0,30.0,0.0,8.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Rubio,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/583510-1697584747.png?lm=1,-1.0,CEN,Defensa,25.0,4.0,1200000.0,208.000,España,UP,"4,0",28.0,-,8.0,559.0,1.0,0.0,0.0,0.0,24.0,1.0,1.0,45.0,71.0,0.0,14.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Mendes,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/442552-1599767815.jpg?lm=1,-1.0,LD,Defensa,25.0,24.0,1500000.0,208.000,Guinea-Bissau,UP,"1,2",7.0,2,9.0,370.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,25.0,63.0,0.0,10.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Cruz,izquierdo,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/585700-1667290065.jpg?lm=1,-1.0,ED,Delantero,23.0,16.0,1500000.0,160.000,España,REGULAR,"3,6",29.0,-,11.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Mbaye,izquierdo,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/490421-1663264389.jpeg?lm=1,-1.0,CEN,Defensa,25.0,14.0,700000.0,207.000,Senegal,UP,"2,5",5.0,-,11.0,145.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,16.0,0.0,3.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Cho,izquierdo,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/670847-1655064069.jpg?lm=1,-1.0,DEL,Delantero,19.0,11.0,10000000.0,206.000,Francia,DOWN,"2,1",23.0,1,13.0,239.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,17.0,51.0,0.0,7.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Guiu,,,,-1.0,,,,,,206.000,,UP,"11,0",11.0,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Garcia,derecho,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/67808-1498754029.jpg?lm=1,-1.0,MCO,Centrocampista,33.0,24.0,1000000.0,206.000,España,UP,"0,0",0.0,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Cuellar,izquierdo,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/27493-1664289273.jpg?lm=1,-1.0,POR,Portero,39.0,25.0,100000.0,206.000,España,UP,"0,0",0.0,-,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. G. D. Haro,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/631002-1614090749.jpg?lm=1,-1.0,DEL,Delantero,23.0,23.0,3000000.0,205.000,España,UP,"2,0",26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Odriozola,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/280730-1579598607.jpg?lm=1,-1.0,LD,Defensa,27.0,2.0,4000000.0,205.000,España,UP,"3,0",3.0,-,9.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Grbic,derecho,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/226073-1683638017.jpg?lm=1,-1.0,POR,Portero,27.0,1.0,3500000.0,205.000,Croacia,UP,"0,0",0.0,-,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Bartra,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/99922-1669809738.png?lm=1,-1.0,CEN,Defensa,32.0,15.0,3000000.0,203.000,España,UP,"1,7",5.0,-,5.0,225.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,17.0,19.0,0.0,6.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U. Garcia,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/197122-1490623673.jpg?lm=1,-1.0,CEN,Defensa,31.0,4.0,1500000.0,202.000,España,UP,"0,0",0.0,-,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Mitrovic,ambidiestro,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/143029-1669364665.jpg?lm=1,-1.0,CEN,Defensa,33.0,23.0,2000000.0,201.000,Serbia,UP,"3,4",31.0,-,15.0,680.0,1.0,0.0,1.0,0.0,25.0,2.0,1.0,31.0,65.0,0.0,11.0,0.0,0.0,1.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Kone,izquierdo,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/490223-1699983312.jpg?lm=1,-1.0,DEL,Delantero,24.0,23.0,4000000.0,201.000,Malí,UP,"1,6",13.0,-,7.0,163.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Curbelo,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/390823-1698878434.jpg?lm=1,-1.0,CEN,Defensa,29.0,6.0,1000000.0,201.000,España,UP,"2,0",2.0,-,11.0,90.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Simeone,derecho,Alavés,https://img.a.transfermarkt.technology/portrait/medium/742201-1644567976.jpg?lm=1,-1.0,DEL,Delantero,20.0,20.0,2500000.0,201.000,Argentina,UP,"0,0",0.0,-,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcao,izquierdo,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/439022-1681476532.jpg?lm=1,-1.0,CEN,Defensa,27.0,23.0,6000000.0,201.000,Brasil,UP,"0,0",0.0,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Sotelo,,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/892221-1696862451.jpg?lm=1,-1.0,MC,Centrocampista,19.0,30.0,500000.0,200.000,España,UP,"3,4",24.0,3,9.0,143.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,15.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Arambarri,derecho,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/290249-1669365106.jpg?lm=1,-1.0,MC,Centrocampista,28.0,8.0,6000000.0,200.000,Uruguay,UP,"3,1",22.0,-,7.0,337.0,0.0,0.0,0.0,2.0,7.0,3.0,2.0,28.0,41.0,0.0,6.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Benavidez,derecho,Alavés,https://img.a.transfermarkt.technology/portrait/medium/431190-1635923163.JPG?lm=1,-1.0,PIV,Centrocampista,25.0,23.0,500000.0,200.000,Uruguay,UP,"2,4",22.0,-,11.0,324.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,28.0,64.0,0.0,6.0,0.0,0.0,1.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Copete,izquierdo,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/520840-1674915512.JPG?lm=1,-1.0,CEN,Defensa,24.0,6.0,3000000.0,198.000,España,UP,"2,3",16.0,-,14.0,536.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,44.0,47.0,0.0,10.0,0.0,0.0,1.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Duarte,derecho,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/257376-1583309064.jpg?lm=1,-1.0,CEN,Defensa,28.0,6.0,3000000.0,198.000,Portugal,UP,"1,6",14.0,1,14.0,817.0,1.0,0.0,3.0,17.0,18.0,3.0,3.0,61.0,151.0,0.0,13.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Tejon,,,,-1.0,,,,,,198.000,,UP,"0,0",0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Prados,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/625047-1657802127.jpg?lm=1,-1.0,MC,Centrocampista,22.0,24.0,1500000.0,197.000,España,UP,"1,7",12.0,-,10.0,89.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Pascual,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/638588-1697659839.jpg?lm=1,-1.0,CEN,Defensa,24.0,4.0,300000.0,197.000,España,UP,"0,0",0.0,-,14.0,970.0,3.0,0.0,0.0,1.0,7.0,12.0,5.0,48.0,92.0,0.0,12.0,0.0,0.0,1.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Chavarria,izquierdo,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/596122-1659947697.jpg?lm=1,-1.0,LI,Defensa,25.0,3.0,1000000.0,196.000,España,UP,"1,7",5.0,-,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Manafa,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/257388-1606396350.png?lm=1,-1.0,LD,Defensa,29.0,3.0,1500000.0,194.000,Portugal,DOWN,"0,7",2.0,1,12.0,177.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,18.0,36.0,0.0,4.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Rivero,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/398131-1680535719.jpg?lm=1,-1.0,POR,Portero,25.0,13.0,200000.0,194.000,España,UP,"0,0",0.0,-,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Vinicius,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/574772-1574058091.jpg?lm=1,-1.0,EI,Delantero,21.0,14.0,4000000.0,193.000,Brasil,UP,"1,7",12.0,-,14.0,188.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,35.0,0.0,7.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Mari,derecho,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/225462-1447315334.jpg?lm=1,-1.0,PIV,Centrocampista,35.0,6.0,400000.0,193.000,España,DOWN,"1,5",3.0,-,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Montes,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/387687-1666640369.jpg?lm=1,-1.0,CEN,Defensa,26.0,22.0,6000000.0,191.000,México,DOWN,"1,4",7.0,-,9.0,424.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,21.0,65.0,0.0,15.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Martinez,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/81997-1588059525.jpg?lm=1,-1.0,POR,Portero,33.0,13.0,1500000.0,191.000,España,UP,"1,5",3.0,-,11.0,543.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,41.0,63.0,0.0,6.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Gonzalez,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/531062-1698878512.jpg?lm=1,-1.0,MC,Centrocampista,26.0,,600000.0,191.000,España,UP,"0,0",0.0,-,9.0,31.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Coquelin,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/74869-1515684724.jpg?lm=1,-1.0,PIV,Centrocampista,32.0,19.0,2500000.0,191.000,Francia,UP,"0,0",0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Marin,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/907813-1683212131.jpg?lm=1,-1.0,MCO,Centrocampista,20.0,29.0,1500000.0,191.000,España,DOWN,"0,0",0.0,-,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Domenech,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/227805-1447247048.jpg?lm=1,-1.0,POR,Portero,33.0,1.0,1000000.0,190.000,España,UP,"0,0",0.0,-,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Guardado,izquierdo,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/20506-1660318679.jpeg?lm=1,-1.0,MC,Centrocampista,37.0,18.0,1500000.0,189.000,México,DOWN,"2,9",26.0,-,12.0,287.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,24.0,36.0,0.0,3.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Pacheco,izquierdo,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/580560-1631178086.jpg?lm=1,-1.0,CEN,Defensa,22.0,20.0,8000000.0,189.000,España,UP,"2,7",19.0,-,13.0,313.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,11.0,30.0,0.0,5.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Tarrega,,,,-1.0,,,,,,189.000,,UP,"1,0",1.0,-,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. V. D. Heyden,izquierdo,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/400131-1642262598.jpg?lm=1,-1.0,CEN,Defensa,25.0,4.0,4000000.0,185.000,Bélgica,UP,"2,0",8.0,-,14.0,229.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
X. Alkain,derecho,Alavés,https://img.a.transfermarkt.technology/portrait/medium/572271-1698878973.jpg?lm=1,-1.0,ED,Delantero,26.0,17.0,1600000.0,184.000,España,UP,"2,4",17.0,-,14.0,271.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,17.0,43.0,0.0,4.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U. Gonzalez,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/531062-1698878512.jpg?lm=1,-1.0,MC,Centrocampista,26.0,,600000.0,184.000,España,UP,"1,5",3.0,-,9.0,31.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Nteka,izquierdo,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/560483-1600680162.jpg?lm=1,-1.0,MCO,Centrocampista,25.0,11.0,1800000.0,183.000,Francia,DOWN,"4,0",20.0,-,8.0,302.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,13.0,47.0,0.0,6.0,0.0,0.0,0.0,0.0,-,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
O. Mascarell,derecho,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/142031-1531813358.jpg?lm=1,-1.0,PIV,Centrocampista,30.0,5.0,1000000.0,182.000,España,DOWN,"2,5",20.0,1,13.0,408.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,35.0,41.0,0.0,8.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Gonzalez,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/531062-1698878512.jpg?lm=1,-1.0,MC,Centrocampista,26.0,,600000.0,182.000,España,UP,"1,4",7.0,2,9.0,31.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. C. Martin,,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/120705-1567159334.jpg?lm=1,-1.0,POR,Portero,35.0,1.0,300000.0,182.000,España,UP,"0,0",0.0,-,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Karrikaburu,derecho,Alavés,https://img.a.transfermarkt.technology/portrait/medium/711382-1692368413.jpg?lm=1,-1.0,DEL,Delantero,21.0,9.0,3000000.0,181.000,España,UP,"1,5",3.0,-,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Greif,derecho,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/316884-1581331466.png?lm=1,-1.0,POR,Portero,26.0,13.0,1500000.0,181.000,Eslovaquia,UP,"0,0",0.0,-,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Aidoo,derecho,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/358250-1496923402.jpg?lm=1,-1.0,CEN,Defensa,28.0,15.0,6000000.0,179.000,Ghana,UP,"3,0",18.0,-,9.0,406.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,25.0,45.0,0.0,6.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
