name,foot,team2023-12-02,image,positionMisterFantasy,shortNamePosition,groupPosition,age,shirtNumber,marketValueReal,marketValueMisterFantasy_2023-12-02,nationality,fluctuationValue_2023-12-02,average_2023-12-02,scorePlayer_2023-12-02,points_antepenultimate_match_2023-12-02,game_played_2023-12-02,minutes_played_2023-12-02,goals_2023-12-02,assists_2023-12-02,assists_without_goal_2023-12-02,balls_into_area_2023-12-02,clearances_2023-12-02,dribbles_2023-12-02,kicks_to_goal_2023-12-02,recovered_balls_2023-12-02,possession_loss_2023-12-02,penaltis_failed_2023-12-02,goals_against_2023-12-02,red_cards_2023-12-02,ball_stop_2023-12-02,penalties_made_2023-12-02,yellow_cards_2023-12-02,second_yellow_card_match_2023-12-02,penalties_caused_2023-12-02,penalties_stopped_2023-12-02,own_goals_2023-12-02,team2024-05-28,marketValueMisterFantasy_2024-05-28,fluctuationValue_2024-05-28,average_2024-05-28,scorePlayer_2024-05-28,points_antepenultimate_match_2024-05-28,game_played_2024-05-28,minutes_played_2024-05-28,goals_2024-05-28,assists_2024-05-28,assists_without_goal_2024-05-28,balls_into_area_2024-05-28,clearances_2024-05-28,dribbles_2024-05-28,kicks_to_goal_2024-05-28,recovered_balls_2024-05-28,possession_loss_2024-05-28,penaltis_failed_2024-05-28,goals_against_2024-05-28,red_cards_2024-05-28,ball_stop_2024-05-28,penalties_made_2024-05-28,yellow_cards_2024-05-28,second_yellow_card_match_2024-05-28,penalties_caused_2024-05-28,penalties_stopped_2024-05-28,own_goals_2024-05-28
R. Fernandez,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/54217-1498749052.jpg?lm=1,-1.0,POR,Portero,35.0,1.0,300000.0,178.000,España,DOWN,"4,0",12.0,-,8.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,36.0,0.0,11.0,0.0,8.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Villalibre,izquierdo,Athletic,https://img.a.transfermarkt.technology/portrait/medium/251897-1671999131.png?lm=1,-1.0,DEL,Delantero,26.0,20.0,2500000.0,177.000,España,DOWN,"2,9",20.0,1,15.0,141.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,7.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Ruiz,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/394694-1646522962.jpg?lm=1,-1.0,MC,Centrocampista,28.0,20.0,1000000.0,176.000,España,DOWN,"2,9",35.0,2,14.0,630.0,0.0,0.0,1.0,1.0,10.0,4.0,0.0,57.0,78.0,0.0,16.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
O. Melendo,izquierdo,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/448344-1516262615.jpg?lm=1,-1.0,MCO,Centrocampista,26.0,21.0,2000000.0,176.000,España,UP,"2,5",30.0,3,14.0,764.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,43.0,78.0,0.0,17.0,0.0,0.0,1.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Morlanes,derecho,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/335225-1552044533.jpg?lm=1,-1.0,MC,Centrocampista,24.0,8.0,2500000.0,176.000,España,DOWN,"2,1",21.0,2,14.0,360.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,38.0,36.0,0.0,7.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Clua,,,,-1.0,,,,,,176.000,,UP,"1,0",1.0,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Cardenas,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/397676-1663571879.jpg?lm=1,-1.0,POR,Portero,26.0,13.0,2000000.0,176.000,España,UP,"0,0",0.0,-,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Barja,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/298575-1583310743.jpg?lm=1,-1.0,ED,Delantero,26.0,11.0,2500000.0,175.000,España,UP,"2,7",27.0,2,11.0,234.0,0.0,0.0,0.0,3.0,1.0,8.0,2.0,16.0,53.0,0.0,7.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Herrera,ambidiestro,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/237617-1545147445.jpg?lm=1,-1.0,DEL,Delantero,32.0,7.0,400000.0,175.000,España,DOWN,"3,0",12.0,-,15.0,98.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Vinicius,izquierdo,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/646402-1673511236.jpg?lm=1,-1.0,LI,Defensa,23.0,20.0,7000000.0,174.000,Brasil,UP,"2,6",23.0,-,14.0,520.0,0.0,0.0,1.0,1.0,14.0,3.0,0.0,41.0,75.0,0.0,7.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Sinkgraven,izquierdo,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/215099-1658913308.jpg?lm=1,-1.0,LI,Defensa,28.0,18.0,1500000.0,174.000,Países Bajos,UP,"1,0",3.0,-,11.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Fernandes,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/743589-1681478904.jpg?lm=1,-1.0,CEN,Defensa,19.0,2.0,3000000.0,173.000,Brasil,DOWN,"2,8",17.0,-,14.0,424.0,1.0,0.0,0.0,0.0,20.0,3.0,1.0,16.0,41.0,0.0,16.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Cervi,izquierdo,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/341110-1603798993.jpg?lm=1,-1.0,EI,Delantero,29.0,11.0,2500000.0,173.000,Argentina,UP,"2,3",14.0,2,9.0,169.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,20.0,23.0,0.0,4.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Gozalbez,,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/622992-1698962957.jpg?lm=1,-1.0,MCO,Centrocampista,22.0,27.0,400000.0,173.000,España,UP,"1,8",9.0,-,10.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Escandell,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/284430-1583309348.jpg?lm=1,-1.0,POR,Portero,28.0,1.0,1000000.0,171.000,España,UP,"0,0",0.0,-,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Reina,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/7825-1448528367.jpg?lm=1,-1.0,POR,Portero,41.0,1.0,700000.0,171.000,España,DOWN,"0,0",0.0,-,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Marchesin,derecho,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/54534-1606395064.png?lm=1,-1.0,POR,Portero,35.0,1.0,1500000.0,170.000,Argentina,UP,"0,0",0.0,-,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Ozkacar,izquierdo,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/615350-1641457298.jpg?lm=1,-1.0,CEN,Defensa,23.0,15.0,5000000.0,169.000,Turquía,UP,"2,3",18.0,-,12.0,587.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,41.0,78.0,0.0,9.0,0.0,0.0,0.0,2.0,-,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Yaremchuk,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/221958-1604923720.jpg?lm=1,-1.0,DEL,Delantero,28.0,17.0,4000000.0,169.000,Ucrania,DOWN,"1,4",11.0,0,9.0,173.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,33.0,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U. Gomez,izquierdo,Athletic,https://img.a.transfermarkt.technology/portrait/medium/834752-1669406379.png?lm=1,-1.0,MCO,Centrocampista,20.0,30.0,1000000.0,168.000,España,DOWN,"2,5",20.0,2,11.0,49.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Ibanez,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/785353-1680676751.jpg?lm=1,-1.0,MC,Centrocampista,25.0,19.0,2500000.0,167.000,España,DOWN,"2,1",23.0,2,11.0,187.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,24.0,0.0,6.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U. Marrero,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/625657-1692370133.jpg?lm=1,-1.0,POR,Portero,22.0,32.0,300000.0,166.000,España,DOWN,"0,0",0.0,-,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Guillamon,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/495629-1694617306.jpg?lm=1,-1.0,PIV,Centrocampista,23.0,6.0,9000000.0,165.000,España,UP,"2,0",18.0,1,14.0,162.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,16.0,25.0,0.0,4.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Alejo,derecho,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/281755-1447254841.jpg?lm=1,-1.0,ED,Delantero,28.0,11.0,1200000.0,164.000,España,UP,"2,7",35.0,-,13.0,830.0,0.0,0.0,1.0,11.0,8.0,10.0,0.0,41.0,158.0,0.0,11.0,0.0,0.0,0.0,6.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Salas,izquierdo,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/766583-1647594742.png?lm=1,-1.0,CEN,Defensa,21.0,27.0,1000000.0,164.000,España,DOWN,"4,7",14.0,-,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Jordan,derecho,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/263727-1620305031.jpg?lm=1,-1.0,MC,Centrocampista,29.0,8.0,6000000.0,164.000,España,DOWN,"2,7",8.0,-,13.0,255.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,18.0,27.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Brasanac,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/95641-1541146477.jpg?lm=1,-1.0,MC,Centrocampista,31.0,8.0,2000000.0,164.000,Serbia,UP,"0,0",0.0,-,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Galan,izquierdo,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/448628-1651232969.jpg?lm=1,-1.0,LI,Defensa,29.0,17.0,12000000.0,163.000,España,DOWN,"2,8",14.0,4,13.0,83.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,8.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Mendez,,,,-1.0,,,,,,163.000,,UP,"2,0",2.0,-,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Ramirez,izquierdo,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/282672-1658407951.jpg?lm=1,-1.0,EI,Delantero,28.0,11.0,500000.0,162.000,España,DOWN,"4,2",21.0,-,6.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Garcia,izquierdo,Athletic,https://img.a.transfermarkt.technology/portrait/medium/626954-1698879324.jpg?lm=1,-1.0,LI,Defensa,23.0,19.0,1500000.0,162.000,España,UP,"2,5",10.0,-,15.0,259.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,23.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Mir,derecho,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/361254-1627912353.jpg?lm=1,-1.0,DEL,Delantero,26.0,9.0,6000000.0,161.000,España,DOWN,"2,3",21.0,-,13.0,189.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Herrando,izquierdo,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/555500-1697583928.png?lm=1,-1.0,CEN,Defensa,22.0,28.0,600000.0,161.000,España,UP,"3,0",6.0,-,10.0,90.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Sobrino,derecho,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/85383-1490621466.jpg?lm=1,-1.0,DEL,Delantero,31.0,7.0,2000000.0,160.000,España,DOWN,"2,6",31.0,-,13.0,392.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,45.0,65.0,0.0,7.0,0.0,0.0,0.0,5.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Callejon,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/61253-1602070711.jpg?lm=1,-1.0,ED,Delantero,36.0,9.0,1200000.0,160.000,España,DOWN,"2,4",29.0,1,14.0,489.0,0.0,1.0,1.0,3.0,6.0,1.0,2.0,30.0,62.0,0.0,13.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Munoz,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/710677-1697557434.jpg?lm=1,-1.0,PIV,Centrocampista,21.0,34.0,5000000.0,160.000,España,REGULAR,"4,0",28.0,-,10.0,258.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,18.0,57.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Terrats,izquierdo,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/783396-1634558711.jpg?lm=1,-1.0,PIV,Centrocampista,23.0,20.0,4000000.0,160.000,España,REGULAR,"2,8",28.0,2,13.0,461.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,19.0,64.0,0.0,11.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Ndiaye,derecho,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/339820-1510233284.jpg?lm=1,-1.0,EI,Delantero,27.0,23.0,1500000.0,160.000,Senegal,REGULAR,"2,5",27.0,-,15.0,279.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,14.0,53.0,0.0,3.0,0.0,0.0,0.0,1.0,-,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Fernandez,derecho,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/331496-1554277389.jpg?lm=1,-1.0,ED,Delantero,24.0,11.0,2500000.0,160.000,España,DOWN,"2,1",23.0,1,13.0,184.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Foulquier,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/170472-1447230887.jpg?lm=1,-1.0,LD,Defensa,30.0,20.0,2500000.0,160.000,Guadalupe,DOWN,"2,2",22.0,0,10.0,262.0,0.0,0.0,1.0,1.0,8.0,3.0,0.0,21.0,47.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Falcao,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/39152-1622801006.jpg?lm=1,-1.0,DEL,Delantero,37.0,9.0,1500000.0,160.000,Colombia,DOWN,"3,0",21.0,2,12.0,93.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pejino,izquierdo,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/534379-1630918134.jpg?lm=1,-1.0,EI,Delantero,27.0,24.0,1500000.0,160.000,España,DOWN,"2,5",20.0,-,13.0,341.0,0.0,0.0,0.0,1.0,2.0,13.0,6.0,17.0,62.0,0.0,2.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Gabbia,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/323167-1661351918.jpg?lm=1,-1.0,CEN,Defensa,24.0,2.0,5000000.0,160.000,Italia,DOWN,"2,7",19.0,0,13.0,478.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,26.0,35.0,0.0,10.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Vidal,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/216870-1510233362.jpg?lm=1,-1.0,LD,Defensa,28.0,2.0,3000000.0,160.000,España,DOWN,"5,7",17.0,-,14.0,60.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Ruibal,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/378139-1583334036.jpg?lm=1,-1.0,ED,Delantero,27.0,24.0,5000000.0,160.000,España,REGULAR,"2,8",17.0,-,12.0,242.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,20.0,47.0,0.0,4.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Mandi,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/80293-1562248733.png?lm=1,-1.0,CEN,Defensa,32.0,23.0,2500000.0,160.000,Argelia,REGULAR,"2,4",17.0,2,13.0,466.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,27.0,29.0,0.0,8.0,0.0,0.0,1.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Swedberg,derecho,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/764859-1653656881.png?lm=1,-1.0,MCO,Centrocampista,19.0,19.0,3000000.0,160.000,Suecia,REGULAR,"3,2",16.0,-,14.0,48.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Mere,derecho,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/286779-1531736063.jpg?lm=1,-1.0,CEN,Defensa,26.0,22.0,1200000.0,160.000,España,REGULAR,"2,5",15.0,-,11.0,330.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,25.0,23.0,0.0,8.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Petrovic,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/376588-1553091982.jpg?lm=1,-1.0,PIV,Centrocampista,24.0,18.0,2200000.0,160.000,Serbia,REGULAR,"2,1",15.0,-,14.0,85.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,9.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. Sabaly,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/135492-1532700291.jpg?lm=1,-1.0,LD,Defensa,30.0,23.0,5000000.0,160.000,Senegal,DOWN,"4,7",14.0,-,5.0,270.0,0.0,1.0,1.0,2.0,9.0,3.0,0.0,23.0,37.0,0.0,5.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Pubill,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/844637-1644238065.jpg?lm=1,-1.0,LD,Defensa,20.0,18.0,2500000.0,160.000,España,REGULAR,"3,3",13.0,-,3.0,247.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,19.0,44.0,0.0,6.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Femenia,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/76467-1490621112.jpg?lm=1,-1.0,LD,Defensa,32.0,17.0,2000000.0,160.000,España,DOWN,"2,2",13.0,2,14.0,197.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,14.0,24.0,0.0,1.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Puigmal,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/536030-1605103488.jpg?lm=1,-1.0,MC,Centrocampista,22.0,8.0,2000000.0,160.000,España,DOWN,"1,5",12.0,1,14.0,231.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,17.0,36.0,0.0,4.0,0.0,0.0,1.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Soyuncu,ambidiestro,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/320141-1662367296.jpg?lm=1,-1.0,CEN,Defensa,27.0,4.0,15000000.0,160.000,Turquía,DOWN,"2,8",11.0,-,7.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Alonso,izquierdo,FC Barcelona,https://img.a.transfermarkt.technology/portrait/medium/112515-1694505734.jpg?lm=1,-1.0,LI,Defensa,32.0,17.0,3000000.0,160.000,España,DOWN,"2,8",11.0,-,12.0,160.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,14.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juanpe,derecho,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/115333-1510233713.jpg?lm=1,-1.0,CEN,Defensa,32.0,15.0,1500000.0,160.000,España,DOWN,"2,2",11.0,-,14.0,118.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. Alvarez,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/255488-1671997955.png?lm=1,-1.0,CEN,Defensa,28.0,5.0,12000000.0,160.000,España,REGULAR,"2,0",10.0,-,5.0,184.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,14.0,20.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Lozano,derecho,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/131275-1674833433.jpg?lm=1,-1.0,DEL,Delantero,30.0,17.0,2000000.0,160.000,Honduras,REGULAR,"1,7",10.0,-,15.0,87.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,17.0,0.0,4.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Lemos,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/230222-1658407547.jpg?lm=1,-1.0,LD,Defensa,30.0,14.0,800000.0,160.000,España,DOWN,"3,0",9.0,-,11.0,193.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,33.0,0.0,2.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Weissman,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/247652-1565095360.jpg?lm=1,-1.0,DEL,Delantero,27.0,17.0,3000000.0,160.000,Israel,DOWN,"2,3",9.0,-,7.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Tenaglia,derecho,Alavés,https://img.a.transfermarkt.technology/portrait/medium/533568-1647530141.jpg?lm=1,-1.0,LD,Defensa,27.0,14.0,2000000.0,160.000,Argentina,DOWN,"1,8",9.0,2,12.0,96.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,7.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
